Institution,Service,URL,Present,Notes
University of Arizona,Reproducible_research,https://data.library.arizona.edu/best-practices/data-publishing-reproducibility,y,resources
"University of California, Berkeley",Reproducible_research,https://guides.lib.berkeley.edu/reproducibility-guide,y,"guides, resources"
"University of California, Davis",Reproducible_research,https://www.library.ucdavis.edu/service/data-management/stride/,y,more of a program
"University of California, Los Angeles",Reproducible_research,https://www.library.ucla.edu/events/increasing-openness-reproducibility-quantitative-research,n,event from 2016
University of Florida,Reproducible_research,https://guides.uflib.ufl.edu/reproducibility,y,"Some basic resources, how to contact"
University of Illinois at Urbana-Champaign,Reproducible_research,https://guides.library.illinois.edu/c.php?g=706469&p=6591153,y,provide web resources
University of Iowa,Reproducible_research,https://blog.lib.uiowa.edu/news/2018/11/09/ui-libraries-collaborates-to-expand-access-to-research-data/,n,This is a news bulletin
"University of Minnesota, Twin Cities",Reproducible_research,https://www.lib.umn.edu/researchsupport/reproducibility,y,web resources and info
University of North Carolina at Chapel Hill,Reproducible_research,https://guides.lib.unc.edu/systematic-reviews,n,This doesn't seem to be research focus
University of Southern California,Reproducible_research,https://libguides.usc.edu/CER_RDM,y,"library research guide, slides, examples, web resources, etc"
University of Utah,Reproducible_research,https://campusguides.lib.utah.edu/reproducibility,y,"tutorials, online courses, web resources, guides"
University of Washington,Reproducible_research,https://guides.lib.uw.edu/research/reproducibility,y,web resources and guides
Washington State University,Reproducible_research,https://libguides.libraries.wsu.edu/lovedataweek,y,"Provide guides, resources"
Arizona State University,Statistical_consulting,https://lib.asu.edu/data/open-lab,n,other consultation but unclear on statistics
Michigan State University,Statistical_consulting,http://libguides.lib.msu.edu/datastats,n,A guide but not consultation
Michigan State University,Statistical_consulting,https://lib.msu.edu/rdmg/servcat/cstat/,y,They provide consultation on statistical methods
Ohio State University,Statistical_consulting,https://scs.osu.edu/,y,stated in their mission goal
Oregon State University,Statistical_consulting,https://stat.oregonstate.edu/consultingdropin,n,"Not through library, but through stats department"
Pennsylvania State University,Statistical_consulting,https://libraries.psu.edu/research/research-data-services/statistical-consultations,y,"consultation on R, Stata"
Stanford University,Statistical_consulting,https://library.stanford.edu/research/cidr/consulting,y,for statistical software and programming
Stanford University,Statistical_consulting,https://library.stanford.edu/research/data-management-services/consulting-training-and-other-services,n,doesn't appear to be
University of Arizona,Statistical_consulting,http://libguides.library.arizona.edu/EllerOnlineUndergrad/statistics,n,Mentions research computing services; not consultation through library
"University of California, Berkeley",Statistical_consulting,https://update.lib.berkeley.edu/2012/03/06/ucla-statistical-consulting-classes-and-workshops/,n,"This seems to be a workshop, not specific to consultation"
"University of California, Davis",Statistical_consulting,https://www.library.ucdavis.edu/service/research-data-services/#Health%20Science%20Data%20at%20the%20Blaisdell%20Medical%20Library,n,Unclear
"University of California, Los Angeles",Statistical_consulting,https://calendly.com/data-science-team,y,R and other programs
"University of California, Los Angeles",Statistical_consulting,https://www.library.ucla.edu/datasquad,y,consultation on R; DataSquad part of library
"University of Colorado, Boulder",Statistical_consulting,https://calendar.colorado.edu/event/lisa_consult_hours?utm_campaign=widget&utm_medium=widget&utm_source=University+of+Colorado+Boulder,n,This seems to be partners but not necessary the library
University of Florida,Statistical_consulting,http://arcs.uflib.ufl.edu/services/datascience/,y,"limited, but yes it seems on R"
University of Florida,Statistical_consulting,https://guides.uflib.ufl.edu/educationalstats,n,"unclear, librarian provided but seems to be general services"
University of Illinois at Urbana-Champaign,Statistical_consulting,https://publish.illinois.edu/statsconsulting/,n,Not Library it seems
University of Illinois at Urbana-Champaign,Statistical_consulting,https://www.library.illinois.edu/sc/statistical-consulting/,y,"This is through partnership, but uses Library spaces"
University of Iowa,Statistical_consulting,https://ppc.uiowa.edu/isrc/methods-consulting,n,Seems to be outside library
"University of Maryland, College Park",Statistical_consulting,https://www.lib.umd.edu/rc/statistical-consulting,y,
University of North Carolina at Chapel Hill,Statistical_consulting,https://library.unc.edu/hub/services/statistical-consulting/,y,
University of Oregon,Statistical_consulting,https://library.uoregon.edu/research-data-management/consultations,y,for grads and undergrads
University of Southern California,Statistical_consulting,http://norris.usc.libguides.com/content.php?pid=51351,n,just stats for health sci
University of Utah,Statistical_consulting,http://campusguides.lib.utah.edu/SAS,y,seems possible to schedule research consultation
University of Utah,Statistical_consulting,https://lib.utah.edu/services/stats-ta.php,y,graduate teaching assistant in library it seems
University of Washington,Statistical_consulting,https://guides.lib.uw.edu/research/dstools/help,n,A social sci center does it
Washington State University,Statistical_consulting,https://ciser.wsu.edu/consulting/,y,
Washington State University,Statistical_consulting,https://researchguides.library.wisc.edu/health-statistics,n,
Arizona State University,Version_control,https://github.com/UnitForDataScience,n,
Ohio State University,Version_control,https://u.osu.edu/ihudas/software/,n,not lib affiliated
Oregon State University,Version_control,https://guides.library.oregonstate.edu/c.php?g=285930&p=7590538#s-lg-box-24107783,n,cal event unavailable
Oregon State University,Version_control,https://osulp.github.io/workshop_intro_to_git/,y,unclear when though
Stanford University,Version_control,https://library.stanford.edu/events/introduction-git-github-organizing-your-stuff-1,y,mid-2019
Stanford University,Version_control,https://library.stanford.edu/research/data-management-services/consulting-training-and-other-services,n,
University of Arizona,Version_control,https://new.library.arizona.edu/events/basics-git-and-github,n,too long ago
"University of California, Berkeley",Version_control,https://update.lib.berkeley.edu/2017/06/06/github-archiving-and-repositories/,n,"focus is on archive, not version control"
"University of California, Davis",Version_control,https://itcatalog.ucdavis.edu/service/github,n,not lib affiliated
"University of California, Davis",Version_control,https://www.library.ucdavis.edu/service/data-management/share/,n,
"University of California, Los Angeles",Version_control,https://www.library.ucla.edu/datasquad,y,
"University of California, Los Angeles",Version_control,https://www.library.ucla.edu/events/gitgithub,n,
University of Florida,Version_control,http://apps.uflib.ufl.edu/Registration/public_workshops_view_details.aspx?ID=125,n,unclear of date
University of Florida,Version_control,https://guides.uflib.ufl.edu/c.php?g=1007095&p=7296054,y,Name is provided
University of Illinois at Urbana-Champaign,Version_control,https://guides.library.illinois.edu/c.php?g=736070,y,
University of Iowa,Version_control,https://dsps.lib.uiowa.edu/bam/github/,n,just a repo blog
University of Iowa,Version_control,https://www.lib.uiowa.edu/data/manage/version-control/,n,no mention of git
"University of Minnesota, Twin Cities",Version_control,https://www.continuum.umn.edu/event/programming-pizza-5/,y,
University of North Carolina at Chapel Hill,Version_control,https://guides.lib.unc.edu/intro-git-workshop,y,
University of Oregon,Version_control,http://researchguides.uoregon.edu/library_workshops/version_control,y,
University of Oregon,Version_control,https://researchguides.uoregon.edu/library_workshops/version_control,y,
University of Texas at Austin,Version_control,https://guides.lib.utexas.edu/c.php?g=494171&p=5550739,n,too long ago
University of Texas at Austin,Version_control,https://www.lib.utexas.edu/events/76,n,too long ago
University of Utah,Version_control,https://campusguides.lib.utah.edu/reproducibility/toolkit,y,
University of Utah,Version_control,https://campusguides.lib.utah.edu/srch.php?tag=GitHub&default_lg=1,n,unclear
University of Washington,Version_control,https://guides.lib.uw.edu/research/reproducibility/robust-coding,y,
"University of Wisconsin, Madison",Version_control,https://researchguides.library.wisc.edu/R/git,n,page not available
Washington State University,Version_control,https://cereo.wsu.edu/2018/03/16/github-version-control-collaboration/,n,2018 event
