"Institution","Service","Mode","URL"
"University of California, Berkeley","Geospatial","Consult","https://guides.lib.berkeley.edu/gis/remote"
"University of California, Berkeley","Geospatial","Instruction","https://guides.lib.berkeley.edu/gis/remote"
"University of California, Berkeley","Geospatial_software","Instruction","https://guides.lib.berkeley.edu/gis/training"
"University of California, Berkeley","Geospatial_software","Web","https://guides.lib.berkeley.edu/gis/tools"
"University of California, Berkeley","Reproducible_research",NA,"https://guides.lib.berkeley.edu/reproducibility-guide"
"University of California, Berkeley","Text_data_mining",NA,"https://guides.lib.berkeley.edu/text-mining"
"University of California, Davis","Aerial_imagery",NA,"https://www.library.ucdavis.edu/guide/ucd-aerial-photo-holdings-county/"
"University of California, Davis","Data_analysis","Consult","https://www.library.ucdavis.edu/service/digital-scholarship/"
"University of California, Davis","Data_management","Instruction","https://www.library.ucdavis.edu/service/data-management/data-management-program-workshops-events/"
"University of California, Davis","Data_management_plans","Instruction","https://www.library.ucdavis.edu/service/data-management/data-management-program-workshops-events/"
"University of California, Davis","Data_management","Web","https://www.library.ucdavis.edu/service/research-data-services/"
"University of California, Davis","Data_visualization_software","Consult","https://www.library.ucdavis.edu/service/digital-scholarship/"
"University of California, Davis","Data_visualization_software","Instruction","https://www.library.ucdavis.edu/service/data-management/data-management-program-workshops-events/"
"University of California, Davis","DMPTool",NA,"https://www.library.ucdavis.edu/service/data-management/plan-2/"
"University of California, Davis","Geospatial","Instruction","https://www.library.ucdavis.edu/service/data-management/data-management-program-workshops-events/"
"University of California, Davis","Geospatial_software","Consult","https://www.library.ucdavis.edu/guide/mapping-and-gis/#gis-resources-on-campus-1"
"University of California, Davis","Geospatial_software","Instruction","https://www.library.ucdavis.edu/service/data-management/data-management-program-workshops-events/"
"University of California, Davis","Reproducible_research",NA,"https://www.library.ucdavis.edu/service/data-management/stride/"
"University of California, Davis","Text_data_mining",NA,"https://www.library.ucdavis.edu/service/digital-scholarship/"
"University of California, Los Angeles","Aerial_imagery",NA,"https://guides.library.ucla.edu/maps/aerial-photos"
"University of California, Los Angeles","Data_management_plans","Consult","https://www.library.ucla.edu/support/research-help/research-data-services"
"University of California, Los Angeles","Data_management_plans","Web","https://guides.library.ucla.edu/c.php?g=180539&p=1189314"
"University of California, Los Angeles","Data_management","Web","https://guides.library.ucla.edu/data-management-sciences"
"University of California, Los Angeles","Data_repository",NA,"https://www.library.ucla.edu/location/data-science-center/data-archive-collections"
"University of California, Los Angeles","Data_visualization_software","Consult","https://www.library.ucla.edu/datasquad"
"University of California, Los Angeles","Data_visualization_software","Instruction","https://www.library.ucla.edu/events/intro-tableau-public; https://www.library.ucla.edu/support/research-help/research-data-services"
"University of California, Los Angeles","DMPTool",NA,"https://guides.library.ucla.edu/c.php?g=180539&p=1189314"
"University of California, Los Angeles","Geospatial","Consult","https://calendly.com/data-science-team; https://www.library.ucla.edu/get-help"
"University of California, Los Angeles","Geospatial_software","Consult","https://calendly.com/data-science-team"
"University of California, Los Angeles","Statistical_consulting",NA,"https://calendly.com/data-science-team"
"University of California, Los Angeles","Text_data_mining",NA,"https://guides.library.ucla.edu/text"
"University of California, Los Angeles","Version_control",NA,"https://www.library.ucla.edu/datasquad"
"University of California, Los Angeles","Web_scraping",NA,"https://www.library.ucla.edu/datasquad; https://www.library.ucla.edu/support/research-help/research-data-services"
"University of Colorado, Boulder","Aerial_imagery",NA,"https://libguides.colorado.edu/strategies/maps"
"University of Colorado, Boulder","Data_analysis","Consult","https://calendar.colorado.edu/event/interdisciplinary_data_consult_hours_5549?utm_campaign=widget&utm_medium=widget&utm_source=University+of+Colorado+Boulder"
"University of Colorado, Boulder","Data_management","Consult","https://www.colorado.edu/libraries/research-assistance/data-services"
"University of Colorado, Boulder","Data_management_plans","Consult","https://www.colorado.edu/libraries/research-assistance/data-services"
"University of Colorado, Boulder","Data_visualization_software","Consult","https://calendar.colorado.edu/event/interdisciplinary_data_consult_hours_5549?utm_campaign=widget&utm_medium=widget&utm_source=University+of+Colorado+Boulder"
"University of Colorado, Boulder","Data_visualization_software","Instruction","https://osf.io/36mj4/"
"University of Colorado, Boulder","Data_visualization_software","Web","https://www.colorado.edu/crdds/learning-materials"
"University of Colorado, Boulder","Geospatial","Consult","https://www.colorado.edu/libraries/research/consultation"
"University of Colorado, Boulder","Geospatial","Web","https://geo.colorado.edu/"
"University of Florida","Aerial_imagery",NA,"https://cms.uflib.ufl.edu/maps/collections"
"University of Florida","Data_management","Consult","http://arcs.uflib.ufl.edu/consultations/"
"University of Florida","Data_management_plans","Instruction","https://guides.uflib.ufl.edu/datamanagement/dmp; https://guides.uflib.ufl.edu/datamanagement/home"
"University of Florida","Data_management","Web","https://guides.uflib.ufl.edu/datamanagement/home"
"University of Florida","Data_visualization_software","Consult","http://arcs.uflib.ufl.edu/services/visualization/"
"University of Florida","DMPTool",NA,"https://guides.uflib.ufl.edu/datamanagement/dmp"
"University of Florida","Geospatial","Consult","https://guides.uflib.ufl.edu/c.php?g=147404&p=966619"
"University of Florida","Geospatial_software","Consult","http://arcs.uflib.ufl.edu/services/geospatialanalysis/"
"University of Florida","Reproducible_research",NA,"https://guides.uflib.ufl.edu/reproducibility"
"University of Florida","Statistical_consulting",NA,"http://arcs.uflib.ufl.edu/services/datascience/"
"University of Illinois at Urbana-Champaign","Aerial_imagery",NA,"https://www.library.illinois.edu/max/collections/aerial_photographs/"
"University of Illinois at Urbana-Champaign","Data_management","Instruction","https://www.library.illinois.edu/rds/workshops/"
"University of Illinois at Urbana-Champaign","Data_management_plans","Web","https://www.library.illinois.edu/rds/plan/"
"University of Illinois at Urbana-Champaign","Data_management","Web","http://guides.library.illinois.edu/introdata"
"University of Illinois at Urbana-Champaign","Data_repository",NA,"https://www.library.illinois.edu/scp/repositories/"
"University of Illinois at Urbana-Champaign","DMPTool",NA,"https://www.library.illinois.edu/rds/plan/"
"University of Illinois at Urbana-Champaign","Geospatial","Consult","https://www.library.illinois.edu/sc/gis/consult/"
"University of Illinois at Urbana-Champaign","Geospatial","Instruction","https://guides.library.illinois.edu/GIS/Workshops"
"University of Illinois at Urbana-Champaign","Geospatial_software","Consult","https://www.library.illinois.edu/sc/gis/consult/"
"University of Illinois at Urbana-Champaign","Geospatial_software","Instruction","https://guides.library.illinois.edu/GIS/Workshops"
"University of Illinois at Urbana-Champaign","Reproducible_research",NA,"https://guides.library.illinois.edu/c.php?g=706469&p=6591153"
"University of Illinois at Urbana-Champaign","Text_data_mining",NA,"https://guides.library.illinois.edu/textmining"
"University of Illinois at Urbana-Champaign","Version_control",NA,"https://guides.library.illinois.edu/c.php?g=736070"
"University of Iowa","Aerial_imagery",NA,"https://www.lib.uiowa.edu/maps/aerial/"
"University of Iowa","Data_analysis","Instruction","https://www.lib.uiowa.edu/news-and-events/event/?id=53141"
"University of Iowa","Data_management","Consult","https://www.lib.uiowa.edu/data/contact/"
"University of Iowa","Data_management_plans","Consult","https://www.lib.uiowa.edu/data/plan/"
"University of Iowa","Data_management_plans","Web","https://www.lib.uiowa.edu/data/plan/"
"University of Iowa","Data_management","Web","https://www.lib.uiowa.edu/data/manage/"
"University of Iowa","Geospatial_software","Web","https://guides.lib.uiowa.edu/c.php?g=132116&p=2713587"
"University of Maryland, College Park","Carpentries",NA,"https://www.lib.umd.edu/rc/data-science"
"University of Maryland, College Park","Data_analysis","Consult","https://www.lib.umd.edu/rc/data-science"
"University of Maryland, College Park","Data_analysis","Instruction","https://www.lib.umd.edu/rc/data-science"
"University of Maryland, College Park","Data_visualization_software","Instruction","https://www.lib.umd.edu/rc/data-science"
"University of Maryland, College Park","Geospatial","Consult","https://www.lib.umd.edu/gis"
"University of Maryland, College Park","Geospatial","Instruction","https://www.lib.umd.edu/gis/learning"
"University of Maryland, College Park","Geospatial_software","Consult","https://www.lib.umd.edu/gis"
"University of Maryland, College Park","Geospatial_software","Instruction","https://www.lib.umd.edu/gis/workshops"
"University of Maryland, College Park","Geospatial","Web","https://www.lib.umd.edu/gis/data-and-resources"
"University of Maryland, College Park","Statistical_consulting",NA,"https://www.lib.umd.edu/rc/statistical-consulting"
"University of Minnesota, Twin Cities","Aerial_imagery",NA,"https://www.lib.umn.edu/borchert/aerial-photography-and-remote-sensed-imagery"
"University of Minnesota, Twin Cities","Data_management","Consult","https://www.lib.umn.edu/datamanagement/workshops"
"University of Minnesota, Twin Cities","Data_management","Instruction","https://www.lib.umn.edu/datamanagement/workshops"
"University of Minnesota, Twin Cities","Data_management_plans","Consult","https://www.lib.umn.edu/datamanagement/DMP"
"University of Minnesota, Twin Cities","Data_management_plans","Web","https://www.lib.umn.edu/datamanagement/dmp"
"University of Minnesota, Twin Cities","Data_management","Web","https://www.lib.umn.edu/datamanagement/best-practices-templates"
"University of Minnesota, Twin Cities","Data_repository",NA,"https://conservancy.umn.edu/handle/11299/166578"
"University of Minnesota, Twin Cities","Data_visualization_software","Web","https://libguides.umn.edu/c.php?g=921727&p=6642925"
"University of Minnesota, Twin Cities","DMPTool",NA,"https://www.lib.umn.edu/datamanagement/dmp; https://www.lib.umn.edu/datamanagement/DMP"
"University of Minnesota, Twin Cities","Geospatial","Web","https://www.lib.umn.edu/borchert/geodata"
"University of Minnesota, Twin Cities","Reproducible_research",NA,"https://www.lib.umn.edu/researchsupport/reproducibility"
"University of Minnesota, Twin Cities","Version_control",NA,"https://www.continuum.umn.edu/event/programming-pizza-5/"
"University of North Carolina at Chapel Hill","Aerial_imagery",NA,"https://library.unc.edu/data/gis-usda/"
"University of North Carolina at Chapel Hill","Data_analysis","Consult","https://guides.lib.unc.edu/mattjansen"
"University of North Carolina at Chapel Hill","Data_analysis","Instruction","https://guides.lib.unc.edu/mattjansen"
"University of North Carolina at Chapel Hill","Data_management_plans","Web","https://guides.lib.unc.edu/researchdatatoolkit/home"
"University of North Carolina at Chapel Hill","Data_management","Web","https://guides.lib.unc.edu/researchdatatoolkit/home"
"University of North Carolina at Chapel Hill","Data_repository",NA,"https://guides.lib.unc.edu/metadata/repositories"
"University of North Carolina at Chapel Hill","Data_visualization_software","Consult","https://guides.lib.unc.edu/lorinbruckner"
"University of North Carolina at Chapel Hill","Data_visualization_software","Instruction","https://guides.lib.unc.edu/lorinbruckner"
"University of North Carolina at Chapel Hill","Data_visualization_software","Web","http://learndataviz.web.unc.edu/; https://guides.lib.unc.edu/DataViz/basics"
"University of North Carolina at Chapel Hill","DMPTool",NA,"https://guides.lib.unc.edu/researchdatatoolkit/tools"
"University of North Carolina at Chapel Hill","Geospatial_software","Web","https://guides.lib.unc.edu/software/data-vis"
"University of North Carolina at Chapel Hill","Statistical_consulting",NA,"https://library.unc.edu/hub/services/statistical-consulting/"
"University of North Carolina at Chapel Hill","Version_control",NA,"https://guides.lib.unc.edu/intro-git-workshop"
"University of Oregon","Aerial_imagery",NA,"https://library.uoregon.edu/aerial-photography-collection"
"University of Oregon","Data_analysis","Consult","https://library.uoregon.edu/research-data-management/consultations"
"University of Oregon","Data_management","Consult","https://library.uoregon.edu/data-services/contact"
"University of Oregon","Data_management_plans","Instruction","https://researchguides.uoregon.edu/library_workshops/DMPtool"
"University of Oregon","Data_management_plans","Web","https://researchguides.uoregon.edu/data-management"
"University of Oregon","Data_management","Web","https://researchguides.uoregon.edu/data-management/services"
"University of Oregon","Data_repository",NA,"https://researchguides.uoregon.edu/scholarsbank/faculty-publishing-data"
"University of Oregon","Data_visualization_software","Instruction","https://researchguides.uoregon.edu/library_workshops/r"
"University of Oregon","Geospatial","Web","https://library.uoregon.edu/map/gis_data/data_in_commons"
"University of Oregon","Statistical_consulting",NA,"https://library.uoregon.edu/research-data-management/consultations"
"University of Oregon","Version_control",NA,"http://researchguides.uoregon.edu/library_workshops/version_control; https://researchguides.uoregon.edu/library_workshops/version_control"
"University of Southern California","Data_management_plans","Instruction","https://libguides.usc.edu/CER_RDM"
"University of Southern California","Data_visualization_software","Instruction","https://libraries.usc.edu/events/usc-libraries-data-and-visualization-workshops-0"
"University of Southern California","Reproducible_research",NA,"https://libguides.usc.edu/CER_RDM"
"University of Southern California","Text_data_mining",NA,"https://libguides.usc.edu/contentmining"
"University of Texas at Austin","Carpentries",NA,"https://www.lib.utexas.edu/events/285"
"University of Texas at Austin","Data_management","Consult","https://www.lib.utexas.edu/research-help-support/research-data-services"
"University of Texas at Austin","Data_management","Instruction","https://guides.lib.utexas.edu/data-and-donuts/managing-research-data"
"University of Texas at Austin","Data_management_plans","Consult","https://www.lib.utexas.edu/research-help-support/research-data-services"
"University of Texas at Austin","Data_visualization_software","Instruction","https://www.lib.utexas.edu/events/312"
"University of Texas at Austin","DMPTool",NA,"https://guides.lib.utexas.edu/c.php?g=1020955&p=7395489; https://www.lib.utexas.edu/research-help-support/research-data-services"
"University of Texas at Austin","Geospatial","Consult","https://www.lib.utexas.edu/research-help-support/gis-geospatial-data-services"
"University of Texas at Austin","Geospatial","Instruction","https://guides.lib.utexas.edu/gis/past-event-info-and-downloads"
"University of Texas at Austin","Geospatial_software","Consult","https://www.lib.utexas.edu/research-help-support/gis-geospatial-data-services"
"University of Texas at Austin","Geospatial_software","Instruction","https://guides.lib.utexas.edu/gis/past-event-info-and-downloads"
"University of Texas at Austin","Geospatial_software","Web","https://guides.lib.utexas.edu/gis"
"University of Texas at Austin","Web_scraping",NA,"https://www.lib.utexas.edu/events/238"
"University of Utah","Aerial_imagery",NA,"https://campusguides.lib.utah.edu/c.php?g=160828&p=1054034"
"University of Utah","Data_management","Consult","https://campusguides.lib.utah.edu/c.php?g=246386&p=2090992; https://lib.utah.edu/services/data-management/consultations.php"
"University of Utah","Data_management","Instruction","https://lib.utah.edu/services/data-management/education-training.php"
"University of Utah","Data_management_plans","Consult","https://campusguides.lib.utah.edu/c.php?g=246386&p=2090997; https://lib.utah.edu/services/data-management/plans.php"
"University of Utah","Data_management_plans","Web","http://campusguides.lib.utah.edu/c.php?g=160412&p=1051780"
"University of Utah","Data_management","Web","http://campusguides.lib.utah.edu/researchdata"
"University of Utah","Data_visualization_software","Web","https://campusguides.lib.utah.edu/c.php?g=893558&p=6444106"
"University of Utah","DMPTool",NA,"http://campusguides.lib.utah.edu/c.php?g=160412&p=1051780"
"University of Utah","Electronic_lab_notebooks",NA,"http://campusguides.lib.utah.edu/ELNs; https://campusguides.lib.utah.edu/ELNs"
"University of Utah","Geospatial","Consult","https://lib.utah.edu/services/geospatial/services.php"
"University of Utah","Geospatial_software","Consult","https://lib.utah.edu/services/geospatial/training-materials.php"
"University of Utah","Geospatial_software","Instruction","https://lib.utah.edu/services/geospatial/training-materials.php"
"University of Utah","Geospatial_software","Web","https://campusguides.lib.utah.edu/c.php?g=160702&p=1052576; https://lib.utah.edu/services/geospatial/training-materials.php"
"University of Utah","Reproducible_research",NA,"https://campusguides.lib.utah.edu/reproducibility"
"University of Utah","Statistical_consulting",NA,"https://lib.utah.edu/services/stats-ta.php"
"University of Utah","Version_control",NA,"https://campusguides.lib.utah.edu/reproducibility/toolkit"
"University of Washington","Aerial_imagery",NA,"https://guides.lib.uw.edu/research/gis/imagery_available; https://guides.lib.uw.edu/research/maps/aerial_photography"
"University of Washington","Data_management","Consult","https://www.lib.washington.edu/digitalscholarship/services/data"
"University of Washington","Data_management","Instruction","https://www.lib.washington.edu/digitalscholarship/hacking-the-academy-programming-series"
"University of Washington","Data_management_plans","Consult","https://guides.lib.uw.edu/research/dmg/dmp"
"University of Washington","Data_management_plans","Instruction","https://www.lib.washington.edu/digitalscholarship/hacking-the-academy-programming-series"
"University of Washington","Data_management","Web","https://guides.lib.uw.edu/friendly.php?s=research/dmg; https://guides.lib.uw.edu/research/dmg"
"University of Washington","DMPTool",NA,"https://guides.lib.uw.edu/research/dmg/home"
"University of Washington","Geospatial","Consult","https://guides.lib.uw.edu/research/gis/home; https://guides.lib.uw.edu/research/gis/resources"
"University of Washington","Geospatial_software","Consult","https://guides.lib.uw.edu/research/gis/resources"
"University of Washington","OSF",NA,"https://guides.lib.uw.edu/research/osf"
"University of Washington","Reproducible_research",NA,"https://guides.lib.uw.edu/research/reproducibility"
"University of Washington","Text_data_mining",NA,"https://guides.lib.uw.edu/research/dstools/tdm"
"University of Wisconsin, Madison","Aerial_imagery",NA,"https://geography.wisc.edu/maplibrary/aerial-photography/"
"University of Wisconsin, Madison","Carpentries",NA,"https://ebling.library.wisc.edu/2020/05/14/data-carpentry-on-zoom/"
"University of Wisconsin, Madison","Data_analysis","Instruction","https://researchguides.library.wisc.edu/R/why"
"University of Wisconsin, Madison","Data_management_plans","Consult","https://researchdata.wisc.edu/our-services/"
"University of Wisconsin, Madison","Data_management_plans","Web","https://researchdata.wisc.edu/dmp-introduction/"
"University of Wisconsin, Madison","Data_management","Web","https://lo.library.wisc.edu/research_data_mgmt/"
"University of Wisconsin, Madison","Data_repository",NA,"https://www.library.wisc.edu/digital-library-services/minds/"
"University of Wisconsin, Madison","Data_visualization_software","Instruction","https://researchguides.library.wisc.edu/R/why"
"University of Wisconsin, Madison","DMPTool",NA,"https://researchdata.wisc.edu/dmp-use-dmptool-to-write-your-dmp/"
"University of Wisconsin, Madison","Electronic_lab_notebooks",NA,"https://eln.wisc.edu/"
"University of Wisconsin, Madison","Geospatial","Consult","https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191"
"University of Wisconsin, Madison","Geospatial","Instruction","https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191"
"University of Wisconsin, Madison","Geospatial_software","Consult","https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191"
"Washington State University","Data_management","Consult","https://libguides.libraries.wsu.edu/rdmlibguide/training"
"Washington State University","Data_management_plans","Consult","https://libguides.libraries.wsu.edu/datamanagement/introduction"
"Washington State University","Data_management_plans","Web","https://libguides.libraries.wsu.edu/datamanagement/datasharing"
"Washington State University","Data_management","Web","https://libguides.libraries.wsu.edu/rdmlibguide"
"Washington State University","Data_repository",NA,"https://libguides.libraries.wsu.edu/datamanagement/datastorage"
"Stanford University","Data_analysis","Web","https://library.stanford.edu/research/cidr/workshops"
"Stanford University","Data_management","Instruction","https://library.stanford.edu/research/data-management-services/events"
"Stanford University","Data_repository",NA,"https://library.stanford.edu/research/stanford-digital-repository"
"Stanford University","Data_visualization_software","Consult",NA
"Stanford University","Data_visualization_software","Web",NA
"Stanford University","Geospatial_software","Consult","https://library.stanford.edu/research/stanford-geospatial-center/services"
"Stanford University","Geospatial","Web","https://library.stanford.edu/research/stanford-geospatial-center"
